RD,ID,Date,IUCR,IUCR Primary Description,Weapon Used,Status,Address,City,Beat,District
HS578152,7770359,10/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,4XX E MARQUETTE RD,CHICAGO,0312,03
HS579478,7771337,10/23/10,041B,BATTERY,FIREARM,1-SUSPENDED,54XX S PRINCETON AVE,CHICAGO,0934,09
HS579586,7771416,10/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,17XX S LOOMIS ST,CHICAGO,1233,12
HS579697,7771500,10/24/10,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,16XX S TROY ST,CHICAGO,1022,10
HS579797,7771552,10/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,1XX S PULASKI RD,CHICAGO,1115,11
HS580206,7773066,10/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,1XX W 115TH ST,CHICAGO,0522,05
HS580629,7772421,10/24/10,041B,BATTERY,FIREARM,1-SUSPENDED,9XX E 132ND ST,CHICAGO,0533,05
HS580939,7772493,10/24/10,033A,ROBBERY,FIREARM,1-SUSPENDED,1XX N LAPORTE AVE,CHICAGO,1532,15
HS581316,7773401,10/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,66XX S BELL AVE,CHICAGO,0832,08
HS582101,7774004,10/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,24XX W 82ND ST,CHICAGO,0835,08
HS582298,7774003,10/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,4XX W GOETHE ST,CHICAGO,1821,18
HS582473,7814700,10/25/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,1XX S KEELER AVE,CHICAGO,1115,11
HS582409,7774099,10/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,31XX W DOUGLAS BLVD,CHICAGO,1022,10
HS582681,7774312,10/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S STEWART AVE,CHICAGO,0623,06
HS582515,7774249,10/25/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,8XX E 79TH ST,CHICAGO,0624,06
HS582796,7774468,10/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,7XX W 54TH PL,CHICAGO,0934,09
HS582823,7774471,10/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S MUSKEGON AVE,CHICAGO,0422,04
HS582868,7774492,10/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,55XX S LA SALLE ST,CHICAGO,0233,02
HS584100,7776077,10/26/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,XX E 100TH ST,CHICAGO,0511,05
HS584135,7776177,10/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,118XX S HARVARD AVE,CHICAGO,0522,05
HS584176,7776073,10/26/10,033A,ROBBERY,FIREARM,1-SUSPENDED,46XX S HALSTED ST,CHICAGO,0935,09
HS584607,7776423,10/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,6XX E MARQUETTE RD,CHICAGO,0321,03
HS585538,7777725,10/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W 73RD ST,CHICAGO,0733,07
HS587941,7780024,10/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,52XX W FERDINAND ST,CHICAGO,1523,15
HS586915,7779326,10/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,54XX S PAULINA ST,CHICAGO,0932,09
HS587139,7779536,10/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,56XX S PAULINA ST,CHICAGO,0715,07
HS587680,7780007,10/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,65XX S CLAREMONT AVE,CHICAGO,0832,08
HS588119,7780181,10/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,86XX S ADA ST,CHICAGO,0613,06
HS588425,7780731,10/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,17XX W 56TH ST,CHICAGO,0715,07
HS589030,7781318,10/29/10,031A,ROBBERY,FIREARM,4-CLEARED OPEN,43XX W POTOMAC AVE,CHICAGO,2534,25
HS588991,7781098,10/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S CARPENTER ST,CHICAGO,0724,07
HS589389,7781334,10/29/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,35XX W ROOSEVELT RD,CHICAGO,1021,10
HS589687,7781567,10/29/10,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,20XX W 68TH PL,CHICAGO,0726,07
HS589715,7781588,10/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,40XX S SACRAMENTO AVE,CHICAGO,0912,09
HS589903,7781670,10/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,57XX S WINCHESTER AVE,CHICAGO,0715,07
HS589917,7781693,10/30/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,60XX S HERMITAGE AVE,CHICAGO,0714,07
HS590325,7782154,10/30/10,033A,ROBBERY,FIREARM,4-CLEARED OPEN,83XX S STONY ISLAND AVE,CHICAGO,0412,04
HS590390,7782486,10/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,30XX E CHELTENHAM PL,CHICAGO,0421,04
HS590469,7782111,10/30/10,031A,ROBBERY,FIREARM,6-EX CLEARED OPEN,59XX S JUSTINE ST,CHICAGO,0713,07
HS590836,7784985,10/30/10,041B,BATTERY,FIREARM,1-SUSPENDED,34XX W CARROLL AVE,CHICAGO,1123,11
HS590920,7782435,10/30/10,033A,ROBBERY,FIREARM,1-SUSPENDED,11XX N CENTRAL PARK AVE,CHICAGO,1121,11
HS590913,7782510,10/30/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,26XX W 24TH ST,CHICAGO,1034,10
HS590960,7782514,10/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,15XX E 87TH ST,CHICAGO,0412,04
HS591029,7782712,10/30/10,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,114XX S MICHIGAN AVE,CHICAGO,0531,05
HS591094,7782662,10/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S RACINE AVE,CHICAGO,0733,07
HS591353,7782803,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,45XX N MALDEN ST,CHICAGO,2311,23
HS591381,7782837,10/31/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,5XX E 63RD ST,CHICAGO,0312,03
HS591385,7782856,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,24XX W 59TH ST,CHICAGO,0824,08
HS591723,7783234,10/31/10,450,BATTERY,FIREARM,1-SUSPENDED,10XX W LAWRENCE AVE,CHICAGO,2024,20
HS591473,7782876,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,23XX N LISTER AVE,CHICAGO,1432,14
HS591539,7783018,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S MICHIGAN AVE,CHICAGO,0323,03
HS592132,7783300,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,59XX S FRANCISCO AVE,CHICAGO,0824,08
HS592242,7783444,10/31/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,92XX S DOBSON AVE,CHICAGO,0413,04
HS592259,7783537,10/31/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,12XX W MONTROSE AVE,CHICAGO,1913,19
HS592339,7783419,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,23XX S SACRAMENTO AVE,CHICAGO,1033,10
HS592349,7783504,10/31/10,041B,BATTERY,FIREARM,1-SUSPENDED,102XX S BENSLEY AVE,CHICAGO,0431,04
HS592380,7783558,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 79TH ST,CHICAGO,0612,06
HS592595,7783714,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,75XX S JEFFERY BLVD,CHICAGO,0414,04
HS592598,7783656,10/31/10,041A,BATTERY,FIREARM,1-SUSPENDED,36XX E 105TH ST,CHICAGO,0432,04
HS592590,7783725,10/31/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,69XX S WOLCOTT AVE,CHICAGO,0735,07
HS592863,7783854,11/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S HONORE ST,CHICAGO,0735,07
HS593176,7784907,11/01/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,9XX W SUNNYSIDE AVE,CHICAGO,2313,23
HS593925,7784984,11/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,7XX S LAWNDALE AVE,CHICAGO,1133,11
HS594227,7785232,11/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,40XX N CENTRAL PARK AVE,CHICAGO,1723,17
HS595531,7786864,11/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S COLES AVE,CHICAGO,0422,04
HS595889,7786991,11/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,57XX S CALUMET AVE,CHICAGO,0234,02
HS595933,7787036,11/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,8XX N LARAMIE AVE,CHICAGO,1531,15
HS596145,7787135,11/02/10,041B,BATTERY,FIREARM,1-SUSPENDED,2XX E 103RD ST,CHICAGO,0511,05
HS596840,7788429,11/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,55XX S EMERALD AVE,CHICAGO,0711,07
HS596972,7788433,11/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S MERRILL AVE,CHICAGO,0331,03
HS597260,7788679,11/03/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,39XX S VINCENNES AVE,CHICAGO,0213,02
HS597780,7788998,11/03/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,76XX N PAULINA ST,CHICAGO,2422,24
HS597908,7789038,11/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,23XX S TROY ST,CHICAGO,1033,10
HS597968,7789103,11/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,58XX W NORTH AVE,CHICAGO,2531,25
HS598669,7790301,11/04/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,35XX S LAKE PARK AVE,CHICAGO,2122,21
HS599237,7790551,11/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0312,03
HS599341,7790793,11/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,111XX S WALLACE ST,CHICAGO,2233,22
HS599406,7790534,11/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,32XX W 24TH ST,CHICAGO,1024,10
HS599589,7790667,11/04/10,488,BATTERY,FIREARM,3-CLEARED CLOSED,89XX S RACINE AVE,CHICAGO,2222,22
HS599660,7790673,11/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W CHICAGO AVE,CHICAGO,1531,15
HS600772,7792189,11/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,20XX N NARRAGANSETT AVE,CHICAGO,2512,25
HS600811,7792219,11/05/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,70XX S EMERALD AVE,CHICAGO,0732,07
HS600843,7792066,11/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,42XX W NORTH AVE,CHICAGO,2534,25
HS600870,7792354,11/05/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,XX W 112TH PL,CHICAGO,0522,05
HS601461,7792504,11/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,55XX N SPAULDING AVE,CHICAGO,1712,17
HS601481,7792823,11/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,XX E 105TH ST,CHICAGO,0512,05
HS601611,7793730,11/06/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,23XX S ALBANY AVE,CHICAGO,1033,10
HS602182,7793297,11/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,71XX S DOBSON AVE,CHICAGO,0324,03
HS602433,7793290,11/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,22XX S DRAKE AVE,CHICAGO,1024,10
HS602746,7793525,11/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,75XX S CHAPPEL AVE,CHICAGO,0414,04
HS602845,7793572,11/07/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,41XX S MAPLEWOOD AVE,CHICAGO,0914,09
HS603796,7794287,11/07/10,041A,BATTERY,FIREARM,1-SUSPENDED,3XX E 60TH ST,CHICAGO,0234,02
HS604137,7794572,11/07/10,041A,BATTERY,FIREARM,1-SUSPENDED,59XX S ELIZABETH ST,CHICAGO,0713,07
HS604347,7796732,11/08/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,20XX E 70TH ST,CHICAGO,0331,03
HS605280,7795878,11/08/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,13XX W 117TH ST,CHICAGO,0524,05
HS605270,7795936,11/08/10,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,9XX W 50TH ST,CHICAGO,0921,09
HS605356,7795960,11/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,3XX E 60TH ST,CHICAGO,0311,03
HS605664,7796129,11/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,71XX S HARDING AVE,CHICAGO,0833,08
HS605841,7796204,11/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,24XX N MC VICKER AVE,CHICAGO,2512,25
HS605821,7796146,11/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S TALMAN AVE,CHICAGO,0912,09
HS607060,7797767,11/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,8XX N ASHLAND AVE,CHICAGO,1322,13
HS607188,7797949,11/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,132XX S PRAIRIE AVE,CHICAGO,0533,05
HS607395,7798133,11/09/10,033A,ROBBERY,FIREARM,1-SUSPENDED,87XX S BURLEY AVE,CHICAGO,0424,04
HS607745,7798185,11/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,37XX W DOUGLAS BLVD,CHICAGO,1011,10
HS607772,7798202,11/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,110XX S LOWE AVE,CHICAGO,2233,22
HS607915,7798311,11/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W ADDISON ST,CHICAGO,1924,19
HS608023,7798612,11/10/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,52XX W LAKE ST,CHICAGO,1523,15
HS609699,7800361,11/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,27XX N KILDARE AVE,CHICAGO,2524,25
HS608854,7799896,11/10/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,15XX N CLYBOURN AVE,CHICAGO,1822,18
HS609254,7800250,11/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,41XX S WELLS ST,CHICAGO,0935,09
HS609370,7805279,11/10/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,10XX N SPRINGFIELD AVE,CHICAGO,1112,11
HS609714,7800362,11/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,29XX N SPRINGFIELD AVE,CHICAGO,2523,25
HS610023,7801502,11/11/10,488,BATTERY,FIREARM,5-EX CLEARED CLOSED,52XX S HONORE ST,CHICAGO,0932,09
HS610552,7800968,11/11/10,031A,ROBBERY,FIREARM,1-SUSPENDED,75XX S NORMAL AVE,CHICAGO,0621,06
HS610830,7801215,11/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,103XX S STATE ST,CHICAGO,0512,05
HS610794,7801016,11/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,14XX N MENARD AVE,CHICAGO,2531,25
HS610833,7801059,11/11/10,033A,ROBBERY,FIREARM,1-SUSPENDED,68XX S PAXTON AVE,CHICAGO,0331,03
HS611389,7801436,11/12/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,50XX N SHERIDAN RD,CHICAGO,2024,20
HS612430,7802840,11/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W 74TH ST,CHICAGO,0733,07
HS612439,7802889,11/12/10,031A,ROBBERY,FIREARM,1-SUSPENDED,119XX S PERRY AVE,CHICAGO,0522,05
HS612570,7803062,11/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,89XX S MARSHFIELD AVE,CHICAGO,2221,22
HS612604,7802959,11/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0312,03
HS612641,7802926,11/12/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,33XX W 16TH ST,CHICAGO,1021,10
HS612658,7802987,11/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S EAST END AVE,CHICAGO,0332,03
HS612672,7803061,11/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 72ND PL,CHICAGO,0734,07
HS612849,7804508,11/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,4XX W 107TH ST,CHICAGO,2233,22
HS612767,7803041,11/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,11XX N KEYSTONE AVE,CHICAGO,1111,11
HS613107,7803332,11/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,5XX E 75TH ST,CHICAGO,0323,03
HS613289,7803534,11/13/10,031A,ROBBERY,FIREARM,1-SUSPENDED,34XX W 65TH ST,CHICAGO,0823,08
HS613573,7803743,11/13/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,XX S PARKSIDE AVE,CHICAGO,1513,15
HS614093,7804127,11/13/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,20XX W 70TH ST,CHICAGO,0735,07
HS614129,7804044,11/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,86XX S MARQUETTE AVE,CHICAGO,0423,04
HS614207,7804046,11/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX S TROY ST,CHICAGO,1022,10
HS614333,7805878,11/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,120XX S NORMAL AVE,CHICAGO,0523,05
HS614410,7804211,11/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,68XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0322,03
HS614627,7804314,11/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,28XX W OGDEN AVE,CHICAGO,1022,10
HS615373,7804896,11/14/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,41XX W WEST END AVE,CHICAGO,1114,11
HS615520,7805099,11/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,107XX S LANGLEY AVE,CHICAGO,0513,05
HS615655,7805148,11/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,75XX S VINCENNES AVE,CHICAGO,0623,06
HS616954,7806639,11/15/10,041A,BATTERY,FIREARM,1-SUSPENDED,24XX S HARDING AVE,CHICAGO,1013,10
HS617305,7806788,11/15/10,041A,BATTERY,FIREARM,4-CLEARED OPEN,49XX N DRAKE AVE,CHICAGO,1712,17
HS617431,7806868,11/15/10,041A,BATTERY,FIREARM,1-SUSPENDED,83XX S THROOP ST,CHICAGO,0613,06
HS617734,7807014,11/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,14XX E 82ND ST,CHICAGO,0411,04
HS617774,7807015,11/16/10,031A,ROBBERY,FIREARM,1-SUSPENDED,1XX W 113TH ST,CHICAGO,0522,05
HS618138,7808136,11/16/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,17XX E 75TH ST,CHICAGO,0324,03
HS619039,7808811,11/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,55XX S SEELEY AVE,CHICAGO,0715,07
HS619406,7808996,11/16/10,041A,BATTERY,FIREARM,4-CLEARED OPEN,66XX S CLAREMONT AVE,CHICAGO,0832,08
HS620776,7810684,11/17/10,041A,BATTERY,FIREARM,1-SUSPENDED,94XX S PARNELL AVE,CHICAGO,2223,22
HS621188,7818403,11/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S WENTWORTH AVE,CHICAGO,0935,09
HS622317,7812496,11/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,5XX E 71ST ST,CHICAGO,0322,03
HS622433,7812576,11/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S UNION AVE,CHICAGO,0935,09
HS623362,7813805,11/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,27XX S HOMAN AVE,CHICAGO,1032,10
HS625336,7815431,11/20/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,24XX S SPRINGFIELD AVE,CHICAGO,1013,10
HS625587,7815558,11/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,9XX N KARLOV AVE,CHICAGO,1111,11
HS625601,7815612,11/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S EMERALD AVE,CHICAGO,0732,07
HS625706,7815630,11/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 18TH ST,CHICAGO,1222,12
HS626151,7816073,11/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,37XX W 27TH ST,CHICAGO,1031,10
HS626385,7816327,11/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,73XX S STONY ISLAND AVE,CHICAGO,0324,03
HS626450,7816372,11/21/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,25XX W 65TH ST,CHICAGO,0832,08
HS626678,7816525,11/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S MAY ST,CHICAGO,0733,07
HS627696,7817729,11/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S TALMAN AVE,CHICAGO,0835,08
HS628275,7817930,11/22/10,033A,ROBBERY,FIREARM,1-SUSPENDED,22XX W 69TH ST,CHICAGO,0832,08
HS628233,7817954,11/22/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,21XX S MILLARD AVE,CHICAGO,1014,10
HS628345,7818099,11/22/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,29XX W SEIPP ST,CHICAGO,0835,08
HS628335,7818073,11/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,76XX S ESSEX AVE,CHICAGO,0421,04
HS629344,7819262,11/23/10,033A,ROBBERY,FIREARM,1-SUSPENDED,18XX N NORDICA AVE,CHICAGO,2513,25
HS629418,7820149,11/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,117XX S LOOMIS ST,CHICAGO,0524,05
HS629611,7819484,11/23/10,031A,ROBBERY,FIREARM,1-SUSPENDED,32XX W THOMAS ST,CHICAGO,1121,11
HS629793,7819479,11/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W AUGUSTA BLVD,CHICAGO,1112,11
HS629914,7819657,11/23/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,2XX S LAVERGNE AVE,CHICAGO,1533,15
HS630494,7820931,11/24/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,55XX S WOLCOTT AVE,CHICAGO,0715,07
HS631117,7821273,11/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W MADISON ST,CHICAGO,1533,15
HS631718,7821518,11/24/10,031A,ROBBERY,FIREARM,1-SUSPENDED,131XX S FORRESTVILLE AVE,CHICAGO,0533,05
HS632003,7821807,11/24/10,033B,ROBBERY,FIREARM,1-SUSPENDED,123XX S WALLACE ST,CHICAGO,0523,05
HS632679,7822139,11/25/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,19XX W 49TH ST,CHICAGO,0931,09
HS633018,7822350,11/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,73XX S SANGAMON ST,CHICAGO,0733,07
HS633585,7823434,11/26/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,81XX S BURNHAM AVE,CHICAGO,0422,04
HS633750,7823231,11/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,66XX S ARTESIAN AVE,CHICAGO,0832,08
HS633950,7823488,11/26/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,28XX W 55TH ST,CHICAGO,0911,09
HS634098,7823525,11/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,13XX S KILDARE AVE,CHICAGO,1011,10
HS634195,7823582,11/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,3XX W 109TH ST,CHICAGO,0513,05
HS634355,7823695,11/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX N WASHTENAW AVE,CHICAGO,1423,14
HS634431,7823832,11/27/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,59XX N RIDGE AVE,CHICAGO,2012,20
HS635516,7824554,11/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,69XX S CALUMET AVE,CHICAGO,0322,03
HS635576,7824568,11/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,41XX W HIRSCH ST,CHICAGO,2534,25
HS635805,7824688,11/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,23XX S MARSHALL BLVD,CHICAGO,1033,10
HS636445,7825099,11/28/10,489,BATTERY,FIREARM,1-SUSPENDED,126XX S MUSKEGON AVE,CHICAGO,0433,04
HS636429,7825169,11/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,86XX S ADA ST,CHICAGO,0613,06
HS636459,7825195,11/28/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,26XX W 71ST ST,CHICAGO,0831,08
HS636483,7825125,11/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,109XX S GREEN BAY AVE,CHICAGO,0432,04
HS636521,7825146,11/28/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,10XX W WILSON AVE,CHICAGO,2313,23
HS636715,7825194,11/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,5XX E 51ST ST,CHICAGO,0223,02
HS636717,7825159,11/28/10,031A,ROBBERY,FIREARM,6-EX CLEARED OPEN,40XX N KOSTNER AVE,CHICAGO,1722,17
HS636733,7825154,11/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,45XX S HERMITAGE AVE,CHICAGO,0914,09
HS636764,7825248,11/28/10,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,77XX S PAULINA ST,CHICAGO,0611,06
HS636898,7825288,11/28/10,033A,ROBBERY,FIREARM,1-SUSPENDED,60XX S HARPER AVE,CHICAGO,0314,03
HS636913,7825263,11/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,1XX W 108TH ST,CHICAGO,0513,05
HS636975,7825338,11/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,43XX N DRAKE AVE,CHICAGO,1723,17
HS637186,7825800,11/28/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,19XX W 63RD ST,CHICAGO,0726,07
HS637383,7826349,11/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,47XX S PRAIRIE AVE,CHICAGO,0224,02
HS638262,7826979,11/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,61XX S MICHIGAN AVE,CHICAGO,0311,03
HS638315,7827626,11/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,37XX W IOWA ST,CHICAGO,1112,11
HS638440,7827016,11/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,55XX S JUSTINE ST,CHICAGO,0713,07
HS638599,7827207,11/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,98XX S LOOMIS ST,CHICAGO,2213,22
HS639831,7828734,11/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,48XX S COTTAGE GROVE AVE,CHICAGO,0223,02
HS640029,7828760,11/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,56XX W OHIO ST,CHICAGO,1511,15
HS640180,7828861,11/30/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,32XX N MONTICELLO AVE,CHICAGO,1732,17
HS640234,7828903,11/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,32XX S MORGAN ST,CHICAGO,0924,09
HS640958,7829980,12/01/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,10XX W WILSON AVE,CHICAGO,2313,23
HS641627,7830350,12/01/10,041B,BATTERY,FIREARM,1-SUSPENDED,13XX N BOSWORTH AVE,CHICAGO,1433,14
