RD,ID,Date,IUCR,IUCR Primary Description,Weapon Used,Status,Address,City,Beat,District
HS530408,7723133,09/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S EGGLESTON AVE,CHICAGO,0732,07
HS530598,7723379,09/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,32XX W DIVISION ST,CHICAGO,1121,11
HS530641,7723424,09/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,68XX S MORGAN ST,CHICAGO,0723,07
HS530807,7723458,09/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,23XX S WASHTENAW AVE,CHICAGO,1034,10
HS530901,7723549,09/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S ELIZABETH ST,CHICAGO,0612,06
HS530948,7723547,09/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,38XX W PIPPIN ST,CHICAGO,0833,08
HS530964,7723543,09/24/10,031A,ROBBERY,FIREARM,1-SUSPENDED,1XX S LEAMINGTON AVE,CHICAGO,1533,15
HS530973,7723804,09/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,15XX E 84TH ST,CHICAGO,0412,04
HS530986,7723576,09/24/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,24XX S DRAKE AVE,CHICAGO,1024,10
HS531046,7723632,09/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,8XX E 65TH ST,CHICAGO,0312,03
HS531068,7725363,09/24/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,123XX S PARNELL AVE,CHICAGO,0523,05
HS531704,7724585,09/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,33XX N MEADE AVE,CHICAGO,1633,16
HS532537,7725181,09/24/10,041A,BATTERY,FIREARM,1-SUSPENDED,16XX W 69TH ST,CHICAGO,0725,07
HS532596,7725215,09/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S CAMPBELL AVE,CHICAGO,0835,08
HS532655,7725230,09/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,68XX S SOUTH CHICAGO AVE,CHICAGO,0322,03
HS532796,7725348,09/25/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,17XX N LUNA AVE,CHICAGO,2532,25
HS533404,7725857,09/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,47XX W CONGRESS PKWY,CHICAGO,1131,11
HS533772,7725997,09/25/10,041A,BATTERY,FIREARM,1-SUSPENDED,78XX S BENNETT AVE,CHICAGO,0414,04
HS534044,7726369,09/25/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,3XX N PINE AVE,CHICAGO,1523,15
HS534252,7726416,09/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,65XX S JUSTINE ST,CHICAGO,0725,07
HS534305,7726445,09/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,1XX S LARAMIE AVE,CHICAGO,1522,15
HS534624,7726796,09/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,14XX N HOMAN AVE,CHICAGO,1422,14
HS534904,7727012,09/26/10,041A,BATTERY,FIREARM,1-SUSPENDED,13XX W 50TH ST,CHICAGO,0933,09
HS535126,7727175,09/26/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,71XX S WASHTENAW AVE,CHICAGO,0831,08
HS535160,7727158,09/26/10,041A,BATTERY,FIREARM,4-CLEARED OPEN,21XX S FAIRFIELD AVE,CHICAGO,1023,10
HS535947,7728453,09/27/10,488,BATTERY,FIREARM,1-SUSPENDED,57XX W AUGUSTA BLVD,CHICAGO,1511,15
HS535812,7728140,09/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,9XX W 50TH ST,CHICAGO,0933,09
HS536244,7728775,09/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,4XX W TREMONT ST,CHICAGO,0711,07
HS537113,7729331,09/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,18XX W GARFIELD BLVD,CHICAGO,0715,07
HS537114,7729280,09/27/10,041A,BATTERY,FIREARM,1-SUSPENDED,66XX S LOWE AVE,CHICAGO,0723,07
HS537222,7729399,09/27/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,21XX W HURON ST,CHICAGO,1221,12
HS537249,7729456,09/27/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,61XX S MARSHFIELD AVE,CHICAGO,0714,07
HS537720,7730212,09/28/10,041B,BATTERY,FIREARM,3-CLEARED CLOSED,41XX W FIFTH AVE,CHICAGO,1132,11
HS537491,7729729,09/28/10,041B,BATTERY,FIREARM,1-SUSPENDED,42XX W DIVISION ST,CHICAGO,1111,11
HS538607,7731026,09/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,55XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0234,02
HS538734,7731106,09/28/10,041A,BATTERY,FIREARM,1-SUSPENDED,53XX S MAPLEWOOD AVE,CHICAGO,0911,09
HS539011,7731256,09/28/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,70XX S WOLCOTT AVE,CHICAGO,0735,07
HS540211,7732859,09/29/10,041A,BATTERY,FIREARM,1-SUSPENDED,59XX W GEORGE ST,CHICAGO,2514,25
HS540484,7732963,09/29/10,041B,BATTERY,FIREARM,4-CLEARED OPEN,5XX N PINE AVE,CHICAGO,1523,15
HS540405,7733150,09/29/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,6XX E 79TH ST,CHICAGO,0624,06
HS540747,7733257,09/30/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,126XX S WALLACE ST,CHICAGO,0523,05
HS540742,7733178,09/30/10,033A,ROBBERY,FIREARM,1-SUSPENDED,5XX N HAMLIN AVE,CHICAGO,1122,11
HS541417,7742744,09/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,102XX S MICHIGAN AVE,CHICAGO,0511,05
HS541736,7734715,09/30/10,041A,BATTERY,FIREARM,1-SUSPENDED,4XX E 111TH ST,CHICAGO,0531,05
HS541937,7734883,09/30/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,7XX E 79TH ST,CHICAGO,0624,06
HS542086,7734810,09/30/10,033A,ROBBERY,FIREARM,1-SUSPENDED,43XX W IOWA ST,CHICAGO,1111,11
HS542278,7734975,09/30/10,033A,ROBBERY,FIREARM,1-SUSPENDED,84XX S RHODES AVE,CHICAGO,0632,06
HS542206,7734955,09/30/10,033A,ROBBERY,FIREARM,1-SUSPENDED,10XX N KEYSTONE AVE,CHICAGO,1111,11
HS542314,7734992,09/30/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,72XX S HERMITAGE AVE,CHICAGO,0735,07
HS542341,7734999,10/01/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,46XX S LA CROSSE AVE,CHICAGO,0814,08
HS543455,7736117,10/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,82XX S ELLIS AVE,CHICAGO,0631,06
HS542822,7744020,10/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,71XX S MARSHFIELD AVE,CHICAGO,0735,07
HS542899,7735917,10/01/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,28XX N MELVINA AVE,CHICAGO,2511,25
HS542986,7735872,10/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,112XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0531,05
HS543461,7736275,10/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,XX E 113TH PL,CHICAGO,0531,05
HS543537,7736272,10/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,117XX S THROOP ST,CHICAGO,0524,05
HS543733,7736333,10/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,88XX S ASHLAND AVE,CHICAGO,2221,22
HS543804,7736450,10/01/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,9XX N FRANCISCO AVE,CHICAGO,1311,13
HS543847,7736404,10/01/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S ST LAWRENCE AVE,CHICAGO,0312,03
HS543952,7736494,10/02/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,6XX S KILPATRICK AVE,CHICAGO,1131,11
HS544072,7736574,10/02/10,033A,ROBBERY,FIREARM,1-SUSPENDED,87XX S COTTAGE GROVE AVE,CHICAGO,0632,06
HS544070,7736548,10/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,18XX W 23RD ST,CHICAGO,1034,10
HS544223,7736749,10/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,24XX N KOSTNER AVE,CHICAGO,2524,25
HS545288,7737401,10/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,64XX S EBERHART AVE,CHICAGO,0312,03
HS545371,7737445,10/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,104XX S CORLISS AVE,CHICAGO,0512,05
HS545420,7737428,10/02/10,041A,BATTERY,FIREARM,1-SUSPENDED,15XX N KILDARE AVE,CHICAGO,2534,25
HS545515,7737593,10/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,16XX W CHASE AVE,CHICAGO,2423,24
HS545615,7737570,10/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,7XX W 59TH ST,CHICAGO,0711,07
HS545697,7737637,10/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,38XX W GRAND AVE,CHICAGO,2535,25
HS545739,7738869,10/03/10,041A,BATTERY,FIREARM,1-SUSPENDED,34XX S CALIFORNIA AVE,CHICAGO,0913,09
HS546784,7738390,10/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,30XX W JACKSON BLVD,CHICAGO,1124,11
HS547786,7739743,10/04/10,041B,BATTERY,FIREARM,1-SUSPENDED,67XX S CLAREMONT AVE,CHICAGO,0832,08
HS548182,7740129,10/04/10,041A,BATTERY,FIREARM,1-SUSPENDED,10XX N HUDSON AVE,CHICAGO,1823,18
HS549409,7741857,10/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,63XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0312,03
HS549569,7741747,10/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,78XX S DREXEL AVE,CHICAGO,0624,06
HS549887,7741996,10/05/10,041A,BATTERY,FIREARM,1-SUSPENDED,53XX S WOLCOTT AVE,CHICAGO,0915,09
HS550085,7742325,10/06/10,033A,ROBBERY,FIREARM,1-SUSPENDED,105XX S PRAIRIE AVE,CHICAGO,0512,05
HS550275,7742871,10/06/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,40XX W POLK ST,CHICAGO,1132,11
HS550809,7743351,10/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,4XX E 51ST ST,CHICAGO,0223,02
HS550931,7743329,10/06/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,55XX S PEORIA ST,CHICAGO,0712,07
HS551050,7743452,10/06/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,18XX S CARPENTER ST,CHICAGO,1235,12
HS551088,7743527,10/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,7XX E BOWEN AVE,CHICAGO,0213,02
HS551337,7743563,10/06/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,27XX W WILCOX ST,CHICAGO,1125,11
HS551418,7743623,10/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,42XX S COTTAGE GROVE AVE,CHICAGO,0213,02
HS551425,7743624,10/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,68XX S WOOD ST,CHICAGO,0726,07
HS551431,7743714,10/06/10,041A,BATTERY,FIREARM,1-SUSPENDED,19XX S TROY ST,CHICAGO,1022,10
HS551662,7743817,10/06/10,110,HOMICIDE,FIREARM,4-CLEARED OPEN,50XX N ALBANY AVE,CHICAGO,1713,17
HS551833,7744264,10/07/10,031A,ROBBERY,FIREARM,1-SUSPENDED,25XX W CHICAGO AVE,CHICAGO,1312,13
HS552332,7744840,10/07/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,86XX S LAFLIN ST,CHICAGO,0614,06
HS552999,7745329,10/07/10,041A,BATTERY,FIREARM,1-SUSPENDED,50XX S WINCHESTER AVE,CHICAGO,0915,09
HS553227,7745460,10/07/10,041A,BATTERY,FIREARM,1-SUSPENDED,13XX W 108TH PL,CHICAGO,2234,22
HS553297,7745494,10/07/10,033A,ROBBERY,FIREARM,3-CLEARED CLOSED,57XX S PERRY AVE,CHICAGO,0233,02
HS554223,7746791,10/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,65XX S RHODES AVE,CHICAGO,0321,03
HS554623,7747012,10/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,55XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0234,02
HS554734,7747146,10/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,109XX S WENTWORTH AVE,CHICAGO,0513,05
HS554736,7746994,10/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,5XX E 91ST PL,CHICAGO,0633,06
HS554762,7747040,10/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,51XX S ROCKWELL ST,CHICAGO,0911,09
HS555024,7747220,10/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,75XX S EMERALD AVE,CHICAGO,0621,06
HS555137,7747240,10/08/10,041A,BATTERY,FIREARM,1-SUSPENDED,91XX S PRAIRIE AVE,CHICAGO,0633,06
HS555127,7747407,10/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S UNION AVE,CHICAGO,0935,09
HS555164,7747327,10/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,19XX W DIVISION ST,CHICAGO,1424,14
HS555180,7747252,10/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,26XX W 24TH ST,CHICAGO,1034,10
HS555263,7747701,10/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,56XX W DIVERSEY AVE,CHICAGO,2514,25
HS555330,7747341,10/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,38XX W FLOURNOY ST,CHICAGO,1133,11
HS556364,7748182,10/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,16XX W 59TH ST,CHICAGO,0714,07
HS556376,7748561,10/09/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 111TH PL,CHICAGO,2234,22
HS556816,7748446,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S PAULINA ST,CHICAGO,0735,07
HS556873,7748500,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,15XX N LUNA AVE,CHICAGO,2532,25
HS556939,7748651,10/10/10,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,43XX W BELMONT AVE,CHICAGO,1731,17
HS556996,7748625,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,9XX E 83RD ST,CHICAGO,0631,06
HS557017,7748598,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,5XX W LOCUST ST,CHICAGO,1823,18
HS557009,7748585,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,1XX S WHIPPLE ST,CHICAGO,1124,11
HS557062,7748649,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,23XX S MARSHALL BLVD,CHICAGO,1033,10
HS557259,7748939,10/10/10,326,ROBBERY,FIREARM,1-SUSPENDED,74XX S BENNETT AVE,CHICAGO,0333,03
HS557297,7748938,10/10/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,42XX W CARROLL AVE,CHICAGO,1114,11
HS557295,7748901,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S PEORIA ST,CHICAGO,0733,07
HS557633,7749326,10/10/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,32XX W 55TH ST,CHICAGO,0822,08
HS558098,7749777,10/10/10,041B,BATTERY,FIREARM,1-SUSPENDED,8XX S ALBANY AVE,CHICAGO,1134,11
HS558095,7749476,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,6XX E 37TH ST,CHICAGO,0212,02
HS558240,7749715,10/10/10,041A,BATTERY,FIREARM,1-SUSPENDED,17XX W 45TH ST,CHICAGO,0914,09
HS558322,7749716,10/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,59XX S STATE ST,CHICAGO,0233,02
HS558352,7749754,10/11/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,19XX W 37TH ST,CHICAGO,0922,09
HS558389,7749780,10/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,44XX N SHERIDAN RD,CHICAGO,2313,23
HS558441,7749825,10/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,55XX S LOOMIS BLVD,CHICAGO,0713,07
HS559227,7750642,10/11/10,031A,ROBBERY,FIREARM,4-CLEARED OPEN,74XX S MARYLAND AVE,CHICAGO,0323,03
HS559573,7750707,10/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,37XX W CHICAGO AVE,CHICAGO,1112,11
HS559551,7750917,10/11/10,031A,ROBBERY,FIREARM,3-CLEARED CLOSED,114XX S PRINCETON AVE,CHICAGO,0522,05
HS559622,7750826,10/11/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,31XX W WARREN BLVD,CHICAGO,1331,13
HS559721,7750936,10/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,9XX W 116TH PL,CHICAGO,0524,05
HS559753,7750869,10/11/10,041A,BATTERY,FIREARM,1-SUSPENDED,24XX S CENTRAL PARK AVE,CHICAGO,1024,10
HS560305,7752071,10/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX N KILDARE AVE,CHICAGO,2534,25
HS560395,7752048,10/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,26XX S KARLOV AVE,CHICAGO,1031,10
HS560740,7757060,10/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W WASHINGTON BLVD,CHICAGO,1122,11
HS561167,7752579,10/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,35XX W MADISON ST,CHICAGO,1123,11
HS561124,7752585,10/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S ROCKWELL ST,CHICAGO,0912,09
HS561315,7752703,10/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,59XX S MAPLEWOOD AVE,CHICAGO,0824,08
HS561319,7753005,10/12/10,041A,BATTERY,FIREARM,4-CLEARED OPEN,116XX S STATE ST,CHICAGO,0522,05
HS561451,7752855,10/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,90XX S JUSTINE ST,CHICAGO,2221,22
HS561505,7752848,10/12/10,041A,BATTERY,FIREARM,1-SUSPENDED,69XX S ARTESIAN AVE,CHICAGO,0832,08
HS562153,7753854,10/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,58XX S SANGAMON ST,CHICAGO,0712,07
HS562201,7754195,10/13/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,89XX S BISHOP ST,CHICAGO,2222,22
HS562743,7754573,10/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,3XX E 63RD ST,CHICAGO,0312,03
HS563220,7754757,10/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,13XX N KILDARE AVE,CHICAGO,2534,25
HS563331,7754859,10/13/10,041A,BATTERY,FIREARM,1-SUSPENDED,40XX W 16TH ST,CHICAGO,1012,10
HS563343,7754918,10/13/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,7XX N RIDGEWAY AVE,CHICAGO,1112,11
HS565776,7765110,10/14/10,489,BATTERY,FIREARM,1-SUSPENDED,112XX S STEWART AVE,CHICAGO,2233,22
HS569479,7760814,10/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S SOUTH CHICAGO AVE,CHICAGO,0323,03
HS564766,7756831,10/14/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,20XX N NEWLAND AVE,CHICAGO,2512,25
HS564780,7756524,10/14/10,041A,BATTERY,FIREARM,1-SUSPENDED,42XX W CRYSTAL ST,CHICAGO,2534,25
HS564921,7756631,10/14/10,033A,ROBBERY,FIREARM,1-SUSPENDED,88XX S MAY ST,CHICAGO,2222,22
HS565463,7757869,10/14/10,488,BATTERY,FIREARM,5-EX CLEARED CLOSED,76XX S HONORE ST,CHICAGO,0611,06
HS564982,7756698,10/14/10,033A,ROBBERY,FIREARM,5-EX CLEARED CLOSED,37XX W 16TH ST,CHICAGO,1014,10
HS565134,7756864,10/15/10,041A,BATTERY,FIREARM,1-SUSPENDED,3XX E 75TH ST,CHICAGO,0623,06
HS565927,7758042,10/15/10,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W BELDEN AVE,CHICAGO,2522,25
HS566561,7758480,10/15/10,041A,BATTERY,FIREARM,4-CLEARED OPEN,48XX W JACKSON BLVD,CHICAGO,1533,15
HS566596,7780705,10/15/10,031A,ROBBERY,FIREARM,5-EX CLEARED CLOSED,40XX W LEXINGTON ST,CHICAGO,1132,11
HS566603,7758730,10/15/10,041A,BATTERY,FIREARM,1-SUSPENDED,83XX S JUSTINE ST,CHICAGO,0614,06
HS566684,7758739,10/15/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,110XX S RACINE AVE,CHICAGO,2234,22
HS566891,7758706,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,2XX S CICERO AVE,CHICAGO,1533,15
HS566888,7758738,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,22XX W RACE AVE,CHICAGO,1313,13
HS566979,7758795,10/16/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,1XX N KOSTNER AVE,CHICAGO,1113,11
HS567027,7758976,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,19XX S THROOP ST,CHICAGO,1222,12
HS567251,7759128,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,56XX S ABERDEEN ST,CHICAGO,0712,07
HS568260,7759929,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,29XX N GRESHAM AVE,CHICAGO,1412,14
HS568050,7759625,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,19XX S HARDING AVE,CHICAGO,1014,10
HS568043,7759766,10/16/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,9XX N ORLEANS ST,CHICAGO,1823,18
HS568080,7759760,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,62XX S NORMAL BLVD,CHICAGO,0711,07
HS568154,7759748,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,102XX S LOWE AVE,CHICAGO,2232,22
HS568194,7759771,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,14XX N WASHTENAW AVE,CHICAGO,1423,14
HS568264,7759809,10/16/10,041A,BATTERY,FIREARM,1-SUSPENDED,36XX E 99TH ST,CHICAGO,0432,04
HS568298,7759844,10/17/10,031A,ROBBERY,FIREARM,1-SUSPENDED,3XX W 100TH PL,CHICAGO,0511,05
HS568352,7759865,10/17/10,041A,BATTERY,FIREARM,1-SUSPENDED,25XX S CALIFORNIA AVE,CHICAGO,1033,10
HS568380,7759892,10/17/10,041A,BATTERY,FIREARM,1-SUSPENDED,10XX W 59TH ST,CHICAGO,0712,07
HS568457,7759961,10/17/10,031A,ROBBERY,FIREARM,1-SUSPENDED,30XX W JACKSON BLVD,CHICAGO,1124,11
HS568491,7759983,10/17/10,041A,BATTERY,FIREARM,1-SUSPENDED,33XX W 26TH ST,CHICAGO,1024,10
HS568611,7760233,10/17/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,31XX N TRIPP AVE,CHICAGO,2523,25
HS569089,7760555,10/17/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,32XX W 78TH ST,CHICAGO,0835,08
HS569394,7760983,10/17/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,25XX W LITHUANIAN PLAZA CT,CHICAGO,0832,08
HS570612,7762406,10/18/10,041A,BATTERY,FIREARM,1-SUSPENDED,20XX W 71ST ST,CHICAGO,0735,07
HS570841,7762784,10/18/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,84XX S THROOP ST,CHICAGO,0613,06
HS570939,7762650,10/18/10,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,93XX S LAFLIN ST,CHICAGO,2221,22
HS570987,7762643,10/18/10,041A,BATTERY,FIREARM,3-CLEARED CLOSED,14XX N LATROBE AVE,CHICAGO,2532,25
HS571023,7762665,10/18/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,15XX S HARDING AVE,CHICAGO,1014,10
HS571128,7762870,10/18/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,87XX S ADA ST,CHICAGO,2222,22
HS571283,7762861,10/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,34XX W OHIO ST,CHICAGO,1121,11
HS572166,7764415,10/19/10,031A,ROBBERY,FIREARM,1-SUSPENDED,6XX E 37TH ST,CHICAGO,0212,02
HS572168,7764216,10/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,45XX S CALUMET AVE,CHICAGO,0222,02
HS573503,7766391,10/19/10,041B,BATTERY,FIREARM,1-SUSPENDED,103XX S HALSTED ST,CHICAGO,2232,22
HS572429,7764348,10/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,7XX N RIDGEWAY AVE,CHICAGO,1112,11
HS572890,7764749,10/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W DIVISION ST,CHICAGO,1112,11
HS572713,7764634,10/19/10,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W 50TH ST,CHICAGO,0814,08
HS573891,7766218,10/20/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,58XX W NORTH AVE,CHICAGO,2531,25
HS574248,7766614,10/20/10,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,85XX S MARSHFIELD AVE,CHICAGO,0614,06
HS574418,7766658,10/20/10,041A,BATTERY,FIREARM,1-SUSPENDED,104XX S STATE ST,CHICAGO,0512,05
HS574508,7766669,10/20/10,041B,BATTERY,FIREARM,1-SUSPENDED,10XX N SPRINGFIELD AVE,CHICAGO,1112,11
HS574561,7766671,10/20/10,041A,BATTERY,FIREARM,1-SUSPENDED,50XX S CAMPBELL AVE,CHICAGO,0911,09
HS575692,7767993,10/21/10,031A,ROBBERY,FIREARM,5-EX CLEARED CLOSED,33XX W ADAMS ST,CHICAGO,1124,11
HS575860,7768180,10/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,71XX S ARTESIAN AVE,CHICAGO,0832,08
HS576212,7768299,10/21/10,041A,BATTERY,FIREARM,1-SUSPENDED,XX S KILDARE AVE,CHICAGO,1115,11
HS576338,7768415,10/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 81ST ST,CHICAGO,0612,06
HS577412,7770057,10/22/10,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,55XX W ROOSEVELT RD,CHICAGO,1522,15
HS577562,7771574,10/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,2XX S CAMPBELL AVE,CHICAGO,1125,11
HS577628,7770071,10/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,38XX W PIPPIN ST,CHICAGO,0833,08
HS577749,7770087,10/22/10,041A,BATTERY,FIREARM,1-SUSPENDED,1XX E 51ST ST,CHICAGO,0232,02
HS577965,7770308,10/23/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,8XX N CHRISTIANA AVE,CHICAGO,1121,11
HS577991,7770237,10/23/10,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,25XX W LEXINGTON ST,CHICAGO,1135,11
HS578060,7770267,10/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,31XX N BERNARD ST,CHICAGO,1412,14
HS578064,7771074,10/23/10,041A,BATTERY,FIREARM,1-SUSPENDED,78XX S RACINE AVE,CHICAGO,0612,06
HS578130,7770427,10/23/10,031A,ROBBERY,FIREARM,1-SUSPENDED,68XX S PRAIRIE AVE,CHICAGO,0322,03
